,datasetName,title,website,topics,downloadKey,downloadStatus
21,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015138-240202131308920,SUCCEEDED
22,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0027627-231002084531237,SUCCEEDED
23,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015104-240202131308920,SUCCEEDED
24,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0028980-231002084531237,SUCCEEDED
25,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015107-240202131308920,SUCCEEDED
26,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0014975-240202131308920,SUCCEEDED
27,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015106-240202131308920,SUCCEEDED
28,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001508-240216155721649,SUCCEEDED
29,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001502-240216155721649,SUCCEEDED
30,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0027410-231002084531237,SUCCEEDED
31,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0027824-231002084531237,SUCCEEDED
32,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001490-240216155721649,SUCCEEDED
33,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0027954-231002084531237,SUCCEEDED
34,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015136-240202131308920,SUCCEEDED
35,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001481-240216155721649,SUCCEEDED
36,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0028032-231002084531237,SUCCEEDED
37,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015068-240202131308920,SUCCEEDED
38,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001478-240216155721649,SUCCEEDED
39,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0028967-231002084531237,SUCCEEDED
40,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015164-240202131308920,SUCCEEDED
41,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015133-240202131308920,SUCCEEDED
42,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0027435-231002084531237,SUCCEEDED
43,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0014974-240202131308920,SUCCEEDED
44,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015171-240202131308920,SUCCEEDED
45,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0027549-231002084531237,SUCCEEDED
46,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001485-240216155721649,SUCCEEDED
47,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0026349-231002084531237,SUCCEEDED
48,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001526-240216155721649,SUCCEEDED
49,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015067-240202131308920,SUCCEEDED
50,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001477-240216155721649,SUCCEEDED
51,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0026346-231002084531237,SUCCEEDED
52,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0028027-231002084531237,SUCCEEDED
53,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001491-240216155721649,SUCCEEDED
54,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0027820-231002084531237,SUCCEEDED
55,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015066-240202131308920,SUCCEEDED
56,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0014923-240202131308920,SUCCEEDED
57,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001503-240216155721649,SUCCEEDED
58,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0015167-240202131308920,SUCCEEDED
59,INSDC Sequences,YOLO-FCE: A feature and clustering enhanced object detection model for species classification,['https://doi.org/10.1016/j.patcog.2025.112218'],['TAXONOMY'],0001509-240216155721649,SUCCEEDED
60,INSDC Sequences,기후변화에 따른 미국흰불나방의 한국 내 잠재 서식지 예측,['https://doi.org/10.5656/ksae.2025.03.0.007'],['CLIMATE_CHANGE'],0031148-240906103802322,SUCCEEDED
61,INSDC Sequences,Exploring natural allies: Survey and identification of larval parasitoids for sustainable grape berry moth management in vineyards,['https://doi.org/10.1101/2024.12.27.630474'],"['AGRICULTURE', 'ECOLOGY']",0045583-241126133413365,SUCCEEDED
62,INSDC Sequences,Two new xenophytes for the Galician pteridoflora: Adiantum raddianum C.Presl (Pteridaceae) and Cyrtomium falcatum (L.f.) C.Presl (Dryopteridaceae),['https://doi.org/10.24310/abm.49.2024.19775'],['SPECIES_DISTRIBUTIONS'],0038966-240506114902167,SUCCEEDED
63,INSDC Sequences,Keys for the Mexican tribes and genera of grasses (Poaceae),['https://doi.org/10.21829/abm131.2024.2343'],['TAXONOMY'],0257809-220831081235567,SUCCEEDED
64,INSDC Sequences,Geographic biases undermine environmental representativeness of European biodiversity data,['https://doi.org/10.1016/j.scitotenv.2025.180178'],"['CONSERVATION', 'BIODIVERSITY_SCIENCE']",0227172-230224095556074,FILE_ERASED
65,INSDC Sequences,Geographic biases undermine environmental representativeness of European biodiversity data,['https://doi.org/10.1016/j.scitotenv.2025.180178'],"['CONSERVATION', 'BIODIVERSITY_SCIENCE']",0227169-230224095556074,FILE_ERASED
66,INSDC Sequences,"Assessing biodiversity patterns and conservation gaps in Mexican Opuntia: Integrating species richness, endemism, and protected area coverage",['https://doi.org/10.1016/j.biocon.2025.111347'],"['CONSERVATION', 'BIOGEOGRAPHY']",0024505-230810091245214,SUCCEEDED
67,INSDC Sequences,"Amphibians and Reptiles of Ethiopia—Biogeography, Conservation Priority Areas, and Potentials for “One Plan Approach” Conservation Measures",['https://doi.org/10.1002/inc3.70027'],"['CONSERVATION', 'BIOGEOGRAPHY']",0002024-250310093411724,SUCCEEDED
68,INSDC Sequences,Investigating the Spatial Biases and Temporal Trends in Insect Pollinator Occurrence Data on GBIF,['https://doi.org/10.3390/insects16080769'],"['BIODIVERSITY_SCIENCE', 'ECOLOGY']",0003432-240425142415019,SUCCEEDED
69,INSDC Sequences,Investigating the Spatial Biases and Temporal Trends in Insect Pollinator Occurrence Data on GBIF,['https://doi.org/10.3390/insects16080769'],"['BIODIVERSITY_SCIENCE', 'ECOLOGY']",0003437-240425142415019,SUCCEEDED
70,INSDC Sequences,Investigating the Spatial Biases and Temporal Trends in Insect Pollinator Occurrence Data on GBIF,['https://doi.org/10.3390/insects16080769'],"['BIODIVERSITY_SCIENCE', 'ECOLOGY']",0003335-240425142415019,SUCCEEDED
71,INSDC Sequences,Investigating the Spatial Biases and Temporal Trends in Insect Pollinator Occurrence Data on GBIF,['https://doi.org/10.3390/insects16080769'],"['BIODIVERSITY_SCIENCE', 'ECOLOGY']",0003316-240425142415019,SUCCEEDED
72,INSDC Sequences,Investigating the Spatial Biases and Temporal Trends in Insect Pollinator Occurrence Data on GBIF,['https://doi.org/10.3390/insects16080769'],"['BIODIVERSITY_SCIENCE', 'ECOLOGY']",0003645-240425142415019,SUCCEEDED
73,INSDC Sequences,Investigating the Spatial Biases and Temporal Trends in Insect Pollinator Occurrence Data on GBIF,['https://doi.org/10.3390/insects16080769'],"['BIODIVERSITY_SCIENCE', 'ECOLOGY']",0003341-240425142415019,SUCCEEDED
74,INSDC Sequences,Identification of climate-resilient teosinte populations to assist maize adaptation in the future,['https://doi.org/10.17129/botsci.3680'],"['AGRICULTURE', 'CLIMATE_CHANGE']",0001865-250515123054153,SUCCEEDED
75,INSDC Sequences,Global knowledge shortfalls in freshwater fish inform strategic collection,[],['FRESHWATER'],0060713-250920141307145,SUCCEEDED
76,INSDC Sequences,Monographs on invasive plants in Europe: Ageratina adenophora (Spreng.) R.M. King & H. Rob,['https://doi.org/10.1080/23818107.2025.2529890'],['INVASIVES'],0230519-220831081235567,SUCCEEDED
77,INSDC Sequences,Biogeography of Therorhodion in Northeast Asia and Western North America Emphasising Their Past and Future Expansion,['https://doi.org/10.1111/jbi.70024'],['BIOGEOGRAPHY'],0005074-250127130748423,SUCCEEDED
78,INSDC Sequences,Biogeography of Therorhodion in Northeast Asia and Western North America Emphasising Their Past and Future Expansion,['https://doi.org/10.1111/jbi.70024'],['BIOGEOGRAPHY'],0005099-250127130748423,SUCCEEDED
79,INSDC Sequences,Biogeography of Therorhodion in Northeast Asia and Western North America Emphasising Their Past and Future Expansion,['https://doi.org/10.1111/jbi.70024'],['BIOGEOGRAPHY'],0005113-250127130748423,SUCCEEDED
80,INSDC Sequences,Dramatic Increases in Net Diversification Rates and Key Innovations Explain Rich Diversity and High Biomass of Arethuseae (Orchidaceae) in Asian Tropical and Subtropical Mountain Ecosystems,['https://doi.org/10.1111/jbi.70018'],"['BIOGEOGRAPHY', 'EVOLUTION']",0242224-220831081235567,SUCCEEDED
81,INSDC Sequences,Dramatic Increases in Net Diversification Rates and Key Innovations Explain Rich Diversity and High Biomass of Arethuseae (Orchidaceae) in Asian Tropical and Subtropical Mountain Ecosystems,['https://doi.org/10.1111/jbi.70018'],"['BIOGEOGRAPHY', 'EVOLUTION']",0241907-220831081235567,SUCCEEDED
82,INSDC Sequences,Dramatic Increases in Net Diversification Rates and Key Innovations Explain Rich Diversity and High Biomass of Arethuseae (Orchidaceae) in Asian Tropical and Subtropical Mountain Ecosystems,['https://doi.org/10.1111/jbi.70018'],"['BIOGEOGRAPHY', 'EVOLUTION']",0242242-220831081235567,SUCCEEDED
83,INSDC Sequences,Dramatic Increases in Net Diversification Rates and Key Innovations Explain Rich Diversity and High Biomass of Arethuseae (Orchidaceae) in Asian Tropical and Subtropical Mountain Ecosystems,['https://doi.org/10.1111/jbi.70018'],"['BIOGEOGRAPHY', 'EVOLUTION']",0242170-220831081235567,SUCCEEDED
84,INSDC Sequences,Dramatic Increases in Net Diversification Rates and Key Innovations Explain Rich Diversity and High Biomass of Arethuseae (Orchidaceae) in Asian Tropical and Subtropical Mountain Ecosystems,['https://doi.org/10.1111/jbi.70018'],"['BIOGEOGRAPHY', 'EVOLUTION']",0242199-220831081235567,SUCCEEDED
85,INSDC Sequences,Dramatic Increases in Net Diversification Rates and Key Innovations Explain Rich Diversity and High Biomass of Arethuseae (Orchidaceae) in Asian Tropical and Subtropical Mountain Ecosystems,['https://doi.org/10.1111/jbi.70018'],"['BIOGEOGRAPHY', 'EVOLUTION']",0243073-220831081235567,SUCCEEDED
86,INSDC Sequences,Integrated morphological and phylogenomic analyses revealed a novel genus Paramicrotoena (Lamiaceae − Pogostemoneae) discovered in the Pan-Himalaya,['https://doi.org/10.1016/j.ympev.2025.108421'],"['TAXONOMY', 'PHYLOGENETICS']",0182854-210914110416597,SUCCEEDED
87,INSDC Sequences,Preliminary Survey of Native and Invasive Carnivores in a Community Forest in Southwestern Madagascar,['https://doi.org/10.1111/aje.70001'],"['CONSERVATION', 'INVASIVES']",0034548-230810091245214,SUCCEEDED
88,INSDC Sequences,Climate change projected to exacerbate the economic costs of biological invasions,['https://doi.org/10.21203/rs.3.rs-7029011/v1'],"['CLIMATE_CHANGE', 'INVASIVES']",0124094-220831081235567,SUCCEEDED
89,INSDC Sequences,Climate change projected to exacerbate the economic costs of biological invasions,['https://doi.org/10.21203/rs.3.rs-7029011/v1'],"['CLIMATE_CHANGE', 'INVASIVES']",0124412-220831081235567,SUCCEEDED
90,INSDC Sequences,Climate change projected to exacerbate the economic costs of biological invasions,['https://doi.org/10.21203/rs.3.rs-7029011/v1'],"['CLIMATE_CHANGE', 'INVASIVES']",0123950-220831081235567,SUCCEEDED
91,INSDC Sequences,Climate change projected to exacerbate the economic costs of biological invasions,['https://doi.org/10.21203/rs.3.rs-7029011/v1'],"['CLIMATE_CHANGE', 'INVASIVES']",0121172-220831081235567,SUCCEEDED
92,INSDC Sequences,Climate change projected to exacerbate the economic costs of biological invasions,['https://doi.org/10.21203/rs.3.rs-7029011/v1'],"['CLIMATE_CHANGE', 'INVASIVES']",0123774-220831081235567,SUCCEEDED
93,INSDC Sequences,"An update on Scaponopselaphus Scheerpeltz (Coleoptera: Staphylinidae) with the description of three new species, and a key to the species",['https://doi.org/10.1371/journal.pone.0326484'],['TAXONOMY'],0024503-241024112534372,SUCCEEDED
94,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0018343-231120084113126,SUCCEEDED
95,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033806-231120084113126,SUCCEEDED
96,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033788-231120084113126,SUCCEEDED
97,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033848-231120084113126,SUCCEEDED
98,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033805-231120084113126,SUCCEEDED
99,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033406-231120084113126,SUCCEEDED
100,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033836-231120084113126,SUCCEEDED
101,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033779-231120084113126,SUCCEEDED
102,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033850-231120084113126,SUCCEEDED
103,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033409-231120084113126,SUCCEEDED
104,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033414-231120084113126,SUCCEEDED
105,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0031731-231120084113126,SUCCEEDED
106,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033333-231120084113126,SUCCEEDED
107,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033804-231120084113126,SUCCEEDED
108,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0032709-231120084113126,SUCCEEDED
109,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0013920-210914110416597,SUCCEEDED
110,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033408-231120084113126,SUCCEEDED
111,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033398-231120084113126,SUCCEEDED
112,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033402-231120084113126,SUCCEEDED
113,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033214-231120084113126,SUCCEEDED
114,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0018429-231120084113126,SUCCEEDED
115,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033834-231120084113126,SUCCEEDED
116,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0033849-231120084113126,SUCCEEDED
117,INSDC Sequences,Data management practices applied for species occurrence records and their impacts on ecological information representation,['https://hdl.handle.net/10115/94737'],['DATA_MANAGEMENT'],0032786-231120084113126,SUCCEEDED
118,INSDC Sequences,Anticipating Shifts in American Beech Distribution in a Changing Climate,['https://doi.org/10.1111/jbi.70010'],['CLIMATE_CHANGE'],0007260-250227182400228,SUCCEEDED
119,INSDC Sequences,Csv2xyd: A Python Software for Processing Large Biodiversity Datasets for Endemism Analysis,['https://doi.org/10.5334/jors.538'],"['BIOGEOGRAPHY', 'BIODIVERSITY_SCIENCE']",0024888-240626123714530,SUCCEEDED
120,INSDC Sequences,Csv2xyd: A Python Software for Processing Large Biodiversity Datasets for Endemism Analysis,['https://doi.org/10.5334/jors.538'],"['BIOGEOGRAPHY', 'BIODIVERSITY_SCIENCE']",0028382-240626123714530,FILE_ERASED
121,INSDC Sequences,Glacial Legacies - How refugial dynamics shaped the evolution of the Alpine endemic bush-cricket Anonconotus italoaustriacus,['https://doi.org/10.1101/2025.07.21.665868'],['EVOLUTION'],0019668-231120084113126,SUCCEEDED
122,INSDC Sequences,"Global distribution models for the major bamboo (Poaceae, Bambusoideae) clades",['https://doi.org/10.3897/BDJ.13.e153436'],"['SPECIES_DISTRIBUTIONS', 'ECOLOGY']",0000750-241126133413365,SUCCEEDED
123,INSDC Sequences,Report of Possible HerpetoFauna of the Santander Region,[],['SPECIES_DISTRIBUTIONS'],0040887-250920141307145,SUCCEEDED
124,INSDC Sequences,"On Andean Long-Horned Caddisfly Brachysetodes Schmid, 1955 (Trichoptera: Leptoceridae): Discovery of a New Species, Distribution, and an Identification Key",['https://doi.org/10.20944/preprints202507.1453.v1'],"['SPECIES_DISTRIBUTIONS', 'TAXONOMY']",0071833-240506114902167,SUCCEEDED
125,INSDC Sequences,"Ecological niche modelling and ordination techniques highlight the high invasive potential of pompom weed ( Campuloclinium macrocephalum , Asteraceae) in Africa",['https://doi.org/10.1080/14772000.2025.2524455'],['INVASIVES'],0027927-240229165702484,SUCCEEDED
126,INSDC Sequences,Ecoregional distributions of the world’s freshwater vertebrate species,['https://doi.org/10.1038/s41597-025-05622-4'],"['SPECIES_DISTRIBUTIONS', 'DATA_PAPER', 'FRESHWATER']",0420794-210914110416597,SUCCEEDED
127,INSDC Sequences,"Genealogy and Cultural Heritage of Jackfruit, the Moraceae Giant",['https://doi.org/10.1007/978-981-97-5940-8_9'],['BIODIVERSITY_SCIENCE'],0007693-240506114902167,SUCCEEDED
128,INSDC Sequences,"The Past, Present, and Future Distribution of Sargentodoxa: Perspectives From Fossil Record and Species Distribution Models",['https://doi.org/10.1002/ece3.71831'],"['CLIMATE_CHANGE', 'ECOLOGY']",0046263-241126133413365,SUCCEEDED
129,INSDC Sequences,Conservation challenges and opportunities for native apple (Malus) species in Canada,['https://doi.org/10.1002/ppp3.70067'],['CONSERVATION'],0028200-240906103802322,SUCCEEDED
130,INSDC Sequences,Conservation challenges and opportunities for native apple (Malus) species in Canada,['https://doi.org/10.1002/ppp3.70067'],['CONSERVATION'],0028189-240906103802322,SUCCEEDED
131,INSDC Sequences,Diversity and transmission and zoonotic potential of microbes in true insectivores,['https://doi.org/10.1038/s41467-025-61835-6'],['HUMAN_HEALTH'],0005558-240626123714530,SUCCEEDED
132,INSDC Sequences,Diversity and transmission and zoonotic potential of microbes in true insectivores,['https://doi.org/10.1038/s41467-025-61835-6'],['HUMAN_HEALTH'],0005615-240626123714530,SUCCEEDED
133,INSDC Sequences,Diversity and transmission and zoonotic potential of microbes in true insectivores,['https://doi.org/10.1038/s41467-025-61835-6'],['HUMAN_HEALTH'],0065206-240626123714530,SUCCEEDED
